,TSPAN6,TNMD,DPM1,SCYL3,C1orf112,FGR,CFH,FUCA2,GCLC,NFYA,STPG1,NIPAL3,LAS1L,ENPP4,SEMA3F,CFTR,ANKIB1,KRIT1,RAD52,BAD,LAP3,CD99,HS3ST1,WNT16,HECW1,MAD1L1,LASP1,SNX11,TMEM176A,M6PR,KLHL13,CYP26B1,ICA1,DBNDD1,ALS2,CASP10,CFLAR,TFPI,NDUFAF7,RBM5,MTMR7,SLC7A2,ARF5,SARM1,POLDIP2,PLXND1,AK2,CD38,FKBP4,KDM1A,RBM6,CAMKK1,RECQL,CCDC132,HSPB6,ARHGAP33,NDUFAB1,PDK4,SLC22A16,ZMYND10,ABCB5,ARX,SLC25A13,ST7,CDC27,SLC4A1,CALCR,HCCS,DVL2,PRSS22,UPF1,SKAP2,SLC25A5,CCDC109B,HOXA11,POLR2J,MEOX1,THSD7A,LIG3,RPAP3,ACSM3,CIAPIN1,SPPL2B,FAM214B,COPZ2,PRKAR2B,MSL3,CREBBP,BZRAP1,MPO,PON1,GCFC2,WDR54,CROT,ABCB4,RHBDD2,SOX8,IBTK,ZNF195,MYCBP2
CVCL_0021,3.57117603,0,4.573848149,2.396425556,1.816158133,0.567049805,0.181393256,4.859475381,3.35812562,3.645672094,1.63841547,3.731937209,3.825102,2.76617629,0.98311006,0.027916269,4.017767859,3.428506022,1.829641874,4.067435,4.229799044,5.738161967,1.405870231,0.254438583,0.091539089,2.524696353,4.239382093,3.529431688,0.091008648,4.562940799,3.680355234,0.480914425,1.27984891,3.525046104,2.836910061,0.053475456,2.446123004,3.184435027,3.213056126,4.599812008,0.020433929,0.145007811,5.820206686,2.658521845,5.434333332,4.862171531,4.319669628,0.113616707,4.197062256,4.346665124,4.358584328,2.19250156,3.994296247,2.99123862,0.566500292,2.728835652,4.232822649,0.599950923,0.013741698,0.678930862,0.02797009,0.526839233,3.92182328,2.363056782,3.999673894,0,0,3.918446441,3.756575446,0.075373851,4.003679903,3.576835716,6.750006567,3.603069612,0.841438891,6.189864215,0.0286695,1.356532495,3.6019624,3.37163681,0.140449281,4.412046473,3.27548031,2.698543739,1.769174658,2.265003289,2.829954254,2.982492848,0.157473129,0.007581291,0.168873837,2.438385871,4.141690273,3.38109966,1.698500655,4.807841349,0.017066207,3.686594546,2.27593935,2.624275318
CVCL_0022,2.987194287,0,5.329175918,2.00505218,2.163299913,0.013567053,2.40161011,4.589804456,3.059021533,2.927393123,1.486479054,3.094930401,3.69017859,2.40458332,0.179711517,0.076922832,3.695598711,3.275268894,2.121712683,3.618383453,4.608649076,5.003946885,0.022974373,0.260922881,1.180653194,2.621819655,5.12243944,3.227226812,0.021287574,5.27146775,1.87140459,1.979112228,0.033750671,1.399854455,3.0457094,1.302987129,2.91852136,4.633898383,3.190860066,4.280387191,0.027591797,0.063911562,5.463030948,2.435534939,5.464463552,2.159314831,4.684678362,0.175907693,5.009404873,4.285261163,3.649516862,3.708403961,4.913012013,2.890691309,3.207256589,2.134572884,4.742536756,0.660067627,0,1.283936694,0.007662592,0.016344694,3.608534765,2.687306563,3.952985949,0,0.057083371,3.867936988,3.731629785,0.238079659,3.788459041,3.342156726,6.526722668,4.287616506,0.45461111,6.013746399,0.008721458,0.256209365,2.78520314,3.580964578,0.290897805,4.26514085,2.845460263,3.257049903,4.416731208,1.9793543,2.867489295,2.299365986,0.096848537,0,0,2.110985204,4.689281389,2.856737561,0.224482088,4.050684197,0.015428656,3.231465638,2.180234805,3.541872151
CVCL_0023,4.006127424,0,4.854009949,2.173247072,2.640070567,0,3.081256363,4.550484889,4.801504552,3.007833984,1.421794618,1.62681181,4.159069068,0.985673666,1.277402133,0.02905696,3.687539106,3.371784259,2.162133806,3.475238997,3.723960235,4.806230432,0.186044197,0.070589951,1.07309795,2.12817127,5.625823121,3.370962909,0.134791123,4.925207369,0.537454187,2.459409611,0.35879593,3.567652694,2.790245662,1.531698014,3.359829639,3.654419672,3.535250436,3.573142828,0.030782814,1.444869816,4.521941756,1.140829979,5.465012993,3.074131998,4.138829563,2.106644235,5.567489741,4.596940938,3.183665529,2.440438045,4.960914432,2.716358824,0.056124541,0.914995375,4.376283121,1.638365371,0,0.233003029,0.002136796,0.260210679,4.107665827,2.589720979,4.67235787,0,0,4.289910118,3.209098529,0.034972481,3.195327339,3.381122886,6.870812298,3.049651013,0.810642159,5.358984325,0,2.341971504,3.733208264,4.636178424,1.42865469,4.740008408,1.753443673,1.660418547,2.554509727,1.680580724,3.18858357,2.478743478,0.012829153,0,0.656937682,2.943719971,4.042530225,2.636638633,0,4.067767024,0.105098339,4.334574234,2.881337815,2.514633306
CVCL_0024,2.246064393,0,4.349140329,1.833254979,2.276059404,0.057503038,0.027442053,4.028364075,3.687792663,4.103136053,2.375793251,3.982085237,3.722436485,3.571691971,1.318905486,0.070253151,3.802623584,3.332833345,1.975682528,3.40180439,3.904275791,0.456833841,1.580005003,0.31508401,0.211498472,2.137518951,3.869942219,2.731321868,0.20959857,3.061848739,0.007328338,0.685037079,4.083895028,4.298153886,2.897989287,0.095227349,1.298064826,0.118007492,3.310743762,3.875457598,2.507768241,0.535726727,5.793707826,3.491272984,4.818337879,4.165340975,4.371191129,0.086759977,5.084835895,5.772521684,4.147865986,3.131870109,2.976570656,2.272509234,0.226101589,4.1369747,4.719198669,0.637147335,0.286800996,0.915295862,0,0.208885175,2.637166379,3.411169064,3.452327633,0.578963136,0,2.889338994,3.721757859,1.53339224,4.141681618,3.317858822,6.821242521,4.208542832,3.142714258,5.324377986,0,0.650460018,4.047718252,3.731340859,0.243757836,4.222947157,3.832902315,1.453925996,0.139237429,3.401220951,2.427621373,3.446190409,2.66559992,0.834270273,0.086246714,3.256334365,4.562087397,1.422336204,0.427167624,4.587014051,0.033155809,3.053537715,3.295988952,3.49660686
CVCL_0026,3.992974039,0,4.744220408,2.44871957,2.867933197,0.025653396,3.038775039,4.454428788,3.593237781,3.633719353,2.017737441,3.283000065,3.616799032,2.941166165,1.948980091,0.139026871,4.258981177,3.460394675,2.680966039,3.229108933,3.997311517,4.738775865,3.160189291,1.230244615,0.011240061,2.447395256,5.32272924,2.753600547,2.432063896,5.485070244,0.038054078,0.383893426,3.290457487,2.938684403,2.48298506,1.940500767,3.502438146,4.379458024,2.565725983,4.210000004,0.026272148,0.105560026,5.531487229,0.536647873,4.33551214,2.537473629,4.54807746,0.035189023,4.901081025,5.006688361,3.513975252,0.810709371,4.000093981,2.824338745,0.099691606,2.450624997,4.469716408,2.833432712,0.035090927,1.119526607,0.009706741,0.224014692,3.686955078,2.855590201,3.354426533,0,0,3.651121422,3.228657272,5.171860707,4.450062161,4.733759286,6.564399183,3.538731115,1.202396351,5.690635724,0,0.179848469,2.545068438,3.693124173,1.824184885,3.658520186,2.777310534,1.252762097,1.510252939,0.367582539,2.773122445,3.419631017,0.026049441,0.454547823,0.139225788,1.792190177,3.667024499,1.725996106,0.018248246,4.45108738,0.036340929,3.287389162,3.208988001,2.766980475
CVCL_0027,4.443689426,0,5.331197031,1.705237357,1.827986793,0.012515463,0.023400006,5.097384375,3.838837687,3.472857538,0.828715818,1.4243716,3.079461469,0.119499567,2.99719881,0.023327349,2.718849635,2.731312235,1.797163494,2.323665069,4.483782745,5.01336832,0.00267391,0.013323083,0.003118867,2.838144768,4.862918496,2.677057353,0,4.243883692,0.248269704,0.021557729,0.026036308,3.665117169,2.553973789,2.363830049,2.789038588,5.279447332,3.098772622,3.833617861,0.058451809,3.839127325,4.806126017,0.282154933,5.04611084,3.86369155,4.200307132,0,4.414024527,4.874428051,3.852752268,1.19224176,3.452999944,2.046764264,0.294788561,1.245320582,5.180873474,0.104404796,0.028424739,0.150068335,0.004724011,0.007582189,4.148385891,2.245445592,3.775830655,0.007631397,0.010775643,3.467942354,3.480254799,0.087399046,4.125324009,2.392396339,6.455391856,0.950558926,0.055313436,5.345639688,0.008049562,0.017936018,3.192235507,3.046969842,3.39588267,4.317687577,2.499066245,0.944995179,0.621452694,0.0397104,1.59236396,3.081239451,0.014105607,0.018836594,0.652113242,2.761689798,2.291892904,2.09191041,2.13604365,3.592368045,0.176992412,3.628677245,2.259062513,2.27769747
CVCL_0028,4.637344742,0,4.037769189,2.265854778,2.597273095,0,1.551249548,4.748186528,3.355886936,4.697422787,1.927257602,1.570750656,3.631938363,1.160104095,3.14145365,0.01431166,3.782117278,3.540027616,2.791497718,3.633196847,3.79798236,5.598742242,0.05346019,0.263332542,0.070826116,2.875712073,4.750861953,3.387363579,0,4.37913184,2.585044169,0.504291958,0.079224503,3.92780542,3.470036769,0.548844994,2.245376015,1.088102324,2.987729408,4.750715135,0.080628906,2.947466305,6.158371564,2.771119272,5.243592422,3.346804888,4.276684827,0.054948432,5.20346568,5.120881619,4.122787385,2.530346814,4.051471284,3.053061511,1.367845071,2.946211885,4.663874609,4.617807865,0.04407833,0.997710698,0.004603047,0.022025889,3.210954825,2.494119007,3.806592734,0.029511584,0.005273075,3.626595287,4.144872611,0.108579061,3.933992513,3.438853565,6.590588946,4.00839807,2.867264737,6.07532742,0.286201253,0.009777884,3.98490709,3.572196072,0.057023545,4.388326621,3.215624417,2.331522555,0.64013947,3.836086436,2.807760697,3.409429089,0.00276437,0,0.087530096,2.739906562,3.450199459,2.21970384,0.034270295,4.553130354,3.127881312,3.367091605,3.07701043,2.715669415
CVCL_0029,4.489005368,0,5.636157101,2.387456272,1.88755287,0.017411148,1.289366389,4.252092607,3.799322096,3.323607281,1.919194574,2.793430567,3.741634701,2.663500912,2.601061859,1.711572863,3.978884665,3.562249246,1.982074573,3.226907164,3.996928627,4.009543876,0.147989211,0.16636585,0.819505552,2.22831974,5.200757862,3.789447249,0.392167839,3.365326792,2.04431084,0.589744646,2.663781555,1.063413731,2.928735892,2.001017664,3.038697503,3.22578579,2.997798938,4.34445102,0.386750874,3.432715372,4.263927138,0.789576923,4.815123696,4.825465224,4.520108531,0.127837064,3.465875773,4.583782129,3.856709053,1.329955642,3.689558937,2.737048276,0.634688142,1.84422548,4.732334421,1.727585926,0.021248786,0.06960272,0.428040201,0.260216173,4.456409008,2.556488694,4.573741409,0,0.491871613,3.08574982,3.723503805,0.265113612,4.212870407,3.785900178,5.906064781,1.902836751,2.368979914,5.73937026,0.755067356,0.472635534,2.968283622,4.324897437,4.069941495,4.689888324,3.090979658,1.730919877,2.824692814,0.732054299,2.925387955,3.991743436,1.359399392,0.366251039,0.098069841,3.167016423,2.89534443,1.924556303,0.039093741,2.845396516,1.429671726,4.476412365,2.697001428,2.977584906
CVCL_0030,3.643668329,0,5.127520355,2.010076404,2.582021876,0.011963455,4.079614118,4.817778181,3.09546607,3.077950892,1.044217801,2.26296012,4.184772384,0.048216198,4.247036195,0.013997207,3.402999989,3.345095348,2.10490613,3.80858225,3.903592335,4.831258233,0.012707991,0.154058865,0.320956938,2.629290524,4.914768019,3.073573134,1.168701764,4.727550843,3.817859077,1.553497882,0.877984342,2.169861046,2.119227087,1.065453852,2.246335248,4.291658695,3.057697472,4.531471651,0.14503675,3.153220649,5.227006231,1.097110673,5.116190196,3.969411139,5.018502814,0.057273458,5.276836556,5.014300942,3.915067978,3.62655184,4.665449108,2.986958899,0.236562908,1.676029126,5.106539512,4.262004974,0,0.690825641,0.013451972,0.014418322,4.027743056,2.58104858,3.999785173,0,0,4.481712465,3.676439483,0.048647082,3.703166165,2.171669883,6.867554001,3.347169651,2.97220878,5.863759012,2.97618294,0.216652217,2.991970158,3.695711318,0.04589101,4.680641206,2.721728407,2.397870644,2.840583107,0.258590715,2.906518327,3.086340706,1.082510341,0.701571756,0.024104384,2.307857146,4.166376441,1.974697171,0.040114623,3.957547565,0,3.143537332,2.909254762,2.83240714
CVCL_0031,2.556776087,0,5.62890983,2.627886485,2.054370111,0.034903225,0.060492034,5.111430515,3.496833924,3.747231648,0.879572484,1.67253358,3.625203024,2.26254406,3.576427942,0.030068325,3.753242938,3.14902176,1.907894185,3.450355946,4.089958812,4.314323763,0.010035556,0.084640684,0,2.755592435,4.175588209,3.796230572,0,4.469694491,0.79735591,1.038670971,2.923390587,4.241496365,2.538956261,0.145716052,2.426455435,4.490835246,2.6506134,3.731858488,0.726504372,5.684013098,5.622024953,1.56738851,5.177001525,4.040597877,3.992689017,0.039132158,5.595541661,4.486586903,3.640345353,1.395255913,3.585347388,2.365123006,0.437961941,2.709890445,5.060179899,0.558399731,0.010803366,0.547296714,0.013246835,0.535416329,3.590133782,2.116310407,3.655771941,0.069669961,2.293530663,3.55834194,3.611480928,3.460142516,4.023041903,2.77777377,7.048708687,2.95103834,0.38703995,6.390031988,0.029950682,0.003775145,2.969642343,3.420840883,0.322292817,3.768997894,2.932064862,1.774120659,1.451432003,2.368469962,1.95488296,3.286071465,0.028985486,0,0,2.094511932,4.302770049,2.749974012,0.222013272,4.671059223,0.161621593,3.831273192,2.195575394,2.011913983
CVCL_0033,2.514729052,0,5.379299227,3.000975336,2.585884633,0.021765723,0.087162029,3.986237574,3.163848893,2.86050673,1.009196568,2.59983201,3.413050769,1.57680085,4.718030373,0.012800595,3.822910173,3.597123624,1.937663013,3.595819556,3.476382969,3.995050926,0.181490194,0.034564992,0.004105617,2.551482283,4.474199817,2.204901368,0.099028149,4.574568689,0.733078989,0.094503939,3.245426368,1.767353841,2.455665196,0.131086142,2.088513895,0.446706555,2.909353339,3.948076848,0.07946188,0.216609846,6.150795474,0.617957999,6.087638176,1.541455349,4.178027034,0.039661774,5.784608006,4.172565647,3.389673205,2.960524237,3.264550235,3.401792186,0.287487551,2.29605929,4.982177567,1.369968401,0,0.379578004,0.024476368,0.01973943,4.268450816,3.720891016,2.51212058,0.026470199,0.055287585,3.984296986,3.007048897,4.267925594,4.010186469,2.320234413,6.919438245,4.726195317,0,5.955451144,0.054953863,0.254610192,3.02307462,3.418978204,0.916181254,4.381617656,2.596988352,1.208292247,0.25002534,1.070631365,2.091581422,3.211971211,0.01235951,0.745760813,0.036538829,2.2977592,3.0921265,2.890109724,0.441942782,4.48438165,0.04895013,3.512920243,2.659561663,2.941734651
